@context,@type,name,description,url,image
https://schema.org/,Thing,Space Apps Summit,"A summit focused on space technology and its applications, covering innovations in space exploration, satellites, and the intersection of space tech and blockchain.Taking place in London UK On Feb 18-19, 2025",https://www.alphaevents.com/events-space-apps,https://eco-cdn.iqpc.com/eco/images/logos/VuXYGRdplVt7hgvOI6DwWau34Tp9dXbP4mqcK89M.png
https://schema.org/,Thing,ETHGlobal Pragma,"A blockchain event hosted by ETHGlobal, focusing on Ethereum development, decentralized applications (dApps), and the future of blockchain technology.Taking place in San Francisco USA On Oct 16-17, 2024",https://ethglobal.com/events/pragma-sanfrancisco,https://ethglobal.b-cdn.net/events/pragma-sanfrancisco/images/7ad54/default.jpg
https://schema.org/,Thing,Blockchain & Infrastructure,"A blockchain event exploring the role of blockchain technology in infrastructure, including its applications in finance, government, and digital transformation.Taking place in Washington DC USA On Nov 06-07, 2024",https://gbaglobal.org/blockchain-infrastructure/,https://eu.finnovex.com/100.png
https://schema.org/,Thing,MoneyLIVE Summit,"A finance and fintech summit covering the latest trends in digital banking, financial services, and fintech innovations for the global market.Taking place in London UK On Mar 10-11, 2025",https://moneylive-insights.com/events/summit/,https://event-assets.gsma.com/Header-Images/_1200x630_crop_center-center_82_none/MWC_GSMA_IMAGE.png?mtime=1695027146
https://schema.org/,Thing,Open Source in Finance Forum,"A blockchain event that brings together developers, investors, and thought leaders to explore advancements in decentralized finance (DeFi) and blockchain technology.Taking place in New York USA On Sep 30-Oct 01, 2024",https://events.linuxfoundation.org/open-source-finance-forum-new-york/,https://events.linuxfoundation.org/wp-content/uploads/2024/01/OSFF-NY-2024-Social-Snackable.png
https://schema.org/,Thing,FIMA Connect Europe,"A finance and data management event in Europe, discussing innovations in financial information management, regulatory compliance, and data-driven decision-making in the financial sector.Taking place in London UK On Apr 03-04, 2025",https://fimaconnect.wbresearch.com/,https://exposhow.co.uk/wp-content/uploads/2023/07/JOHANNESBURG-300x200.jpg
https://schema.org/,Thing,FinTech + InsurTech Generations,"A major Bitcoin and cryptocurrency event in Prague, focusing on Bitcoin, blockchain technology, and decentralized finance (DeFi) in Europe.Taking place in Charlotte USA On Jun 11-12, 2025",https://www.generations.global/,https://exposhow.co.uk/wp-content/uploads/2023/07/JOHANNESBURG-300x200.jpg
https://schema.org/,Thing,FX Exposhow Johannesburg,"A forex trading expo in Africa, featuring discussions on forex markets, trading strategies, and innovations in financial services for traders.Taking place in Johannesburg South Africa On Sep 27-28, 2024",https://forexexpoafrica.com/,https://exposhow.co.uk/wp-content/uploads/2023/07/JOHANNESBURG-300x200.jpg
https://schema.org/,Thing,FX Exposhow Lagos,"A global event on foreign exchange (FX) trading, covering market strategies, trading technologies, and global currency markets.Taking place in Lagos Nigeria On Sep 27-28, 2024",https://forexexpoafrica.com/,https://exposhow.co.uk/wp-content/uploads/2023/07/JOHANNESBURG-300x200.jpg
https://schema.org/,Thing,GBBC's Blockchain Central Davos 2025,"A blockchain event in Davos, Switzerland, covering developments in decentralized finance (DeFi), blockchain technology, and regulatory challenges in the cryptocurrency industry.Taking place in Davos Switzerland On Jan 25, 2025",https://www.gbbc.io/events/gbbcs-blockchain-central-davos-2025,https://exposhow.co.uk/wp-content/uploads/2023/07/JOHANNESBURG-300x200.jpg
https://schema.org/,Thing,Finext Conference Edinburgh,"A leading fintech conference discussing innovations in financial technology, blockchain, and digital banking, bringing together industry leaders and investors.Taking place in Dubai UAE On Sep 25-26, 2024",https://finextcon.com/,https://finextcon.com/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-01-at-3.52.17-PM.jpeg
https://schema.org/,Thing,Finext Conference Dubai,"A fintech conference exploring financial technology innovations, investment strategies, and the future of finance across the globe.Taking place in Marrakesh Morocco On Sep 25-26, 2024",https://finextcon.com/,https://finextcon.com/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-01-at-3.52.17-PM.jpeg
https://schema.org/,Thing,Finext Conference Morocco,"A conference centered on startups and innovation, focusing on entrepreneurship and technology in the Philippines.Taking place in Marrakesh Morocco On Sep 25-26, 2024",https://finextcon.com/,https://finextcon.com/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-01-at-3.52.17-PM.jpeg
https://schema.org/,Thing,Global Wealthtech Summit,"A leading event on wealth management and financial technology (Wealthtech), covering innovations in digital finance, investment strategies, and wealth management trends.Taking place in London UK On Nov 6, 2024",https://fintech.global/globalwealthtechsummit/,https://fintech.global/globalwealthtechsummit/wp-content/uploads/2024/02/GWTS24-Featured-Image-v1-1.jpg
https://schema.org/,Thing,GTR US,"A trade and finance event in the US, focused on global trade finance, investment strategies, and trade partnerships between the US and international markets.Taking place in New York USA On Nov 7, 2024",https://www.gtreview.com/events/americas/gtr-us-2024-new-york/,https://fintech.global/globalwealthtechsummit/wp-content/uploads/2024/02/GWTS24-Featured-Image-v1-1.jpg
https://schema.org/,Thing,Annual FinTech Summit 2025,"An annual event focused on fintech innovations, digital banking, blockchain technology, and the future of financial services.Taking place in Singapore On Feb 26-28, 2025",https://fintech.peoplevents.uk/,https://fintech.peoplevents.uk/wp-content/uploads/2024/03/1701695803612-1.jpg
https://schema.org/,Thing,Fintech Festival India,"A premier fintech event in India, discussing digital finance, blockchain technology, and the future of financial services in one of the world's fastest-growing economies.Taking place in New Delhi India On Mar 05-07, 2025",https://www.fintechfestivalindia.com/,https://fintech.peoplevents.uk/wp-content/uploads/2024/03/1701695803612-1.jpg
https://schema.org/,Thing,Traders Fair Bangkok,"A global event focused on forex trading, cryptocurrency, and digital finance strategies, with a focus on the Asian market.Taking place in Bangkok Thailand On Sep 21, 2024",https://tradersfair.com/thailand/,https://fintech.peoplevents.uk/wp-content/uploads/2024/03/1701695803612-1.jpg
https://schema.org/,Thing,FinTech Festival Tanzania 2024,"A cryptocurrency-focused event in Milan, covering blockchain technology, decentralized finance (DeFi), and innovations in digital assets and tokenization.Taking place in Dar es Salaam Tanzania On Nov 21-22, 2024",https://fintechfestival.africa/,https://fintechfestival.africa/resources/media/Tanzania-ICT-Expo.jpg
https://schema.org/,Thing,Fintech Executive Program,"A program designed for fintech executives to explore new strategies, innovations, and challenges facing the fintech industry.Taking place in San Francisco USA On Oct 07-10, 2024",https://fintechretreat.com/fintechs,https://fintechretreat.com/images/sqr_announcement_june.jpg
https://schema.org/,Thing,Bitcoin Experts,"A conference focused on Bitcoin, blockchain technology, and decentralized finance (DeFi), bringing together experts to discuss the future of Bitcoin and cryptocurrency markets.Taking place in Kreuzlingen Switzerland On Apr 24-27, 2025",https://swiss-bitcoin-conference.com/,https://fintechsummitme.com/wp-content/uploads/2024/03/fintech-2024.6.5.1b.png
https://schema.org/,Thing,Dubai Fintech Summit,"A fintech summit in Dubai focusing on financial technology, blockchain, and digital transformation in the financial sector in the Middle East.Taking place in Dubai UAE On May 07-08, 2025",https://dubaifintechsummit.com/,https://fintechsummitme.com/wp-content/uploads/2024/03/fintech-2024.6.5.1b.png
https://schema.org/,Thing,ETHSofia,"A blockchain event centered around Ethereum, discussing decentralized applications, blockchain development, and the future of the Ethereum ecosystem.Taking place in Sofia Bulgaria On Oct 18-19, 2024",https://www.ethsofia.com/,https://framerusercontent.com/assets/OHGIdIaZVjWGAwpmJhN1z6Yuh5g.png
https://schema.org/,Thing,Sibos 2024,"A global financial services event bringing together industry leaders to discuss banking, fintech, and digital finance innovations.Taking place in Beijing China On Oct 21-24, 2024",https://www.sibos.com/,https://framerusercontent.com/assets/OHGIdIaZVjWGAwpmJhN1z6Yuh5g.png
https://schema.org/,Thing,Cosmoverse,"A blockchain event focused on the Cosmos ecosystem, discussing decentralized applications, blockchain interoperability, and the future of decentralized finance (DeFi).Taking place in Dubai UAE On Oct 21-27, 2024",https://cosmoverse.org/,https://framerusercontent.com/images/g5lkrDpwcHZbFRnnBTeXMwF5I.png
https://schema.org/,Thing,Doge Day Event,"A community event celebrating Dogecoin and its impact on decentralized finance and internet culture, with a focus on blockchain, NFTs, and the meme economy.Taking place in Sakura City Japan On Nov 2, 2024",https://www.ownthedoge.com/doge-day,https://framerusercontent.com/images/IhKgrbeykOMXOP2fgLEAPl40o.webp
https://schema.org/,Thing,FTT Embedded Finance & Super-Apps,"A conference focused on embedded finance and super-apps, exploring how fintech is integrated into non-financial platforms and the future of embedded financial services.Taking place in San Francisco USA On Dec 04-05, 2024",https://fttembeddedfinance.com/events/north-america/ftt_em_fin-west-coast/,https://fttembeddedfinance.com/wp-content/uploads/2022/03/Untitled-design-96.png
https://schema.org/,Thing,Future Tech Event,"An event exploring cutting-edge technologies, such as AI, blockchain, and quantum computing, with a focus on how these innovations will shape the future.Taking place in Muscat Oman On Sep 23-24, 2024",https://futuretechevent.com/,https://futuretechevent.com/wp-content/uploads/og-image.png
https://schema.org/,Thing,Quantum Tech 2024,"An event that explores quantum computing and its applications across industries, focusing on the future of technology and its impact on businesses.Taking place in London UK On Sep 23-25, 2024",https://www.alphaevents.com/events-quantumtechuk,https://futuretechevent.com/wp-content/uploads/og-image.png
https://schema.org/,Thing,Youth Summit,"A summit bringing together young leaders and innovators to discuss technology, social impact, and the future of digital communities, with a focus on diversity and inclusion.Taking place in Virtual On Jan 21-22, 2025",https://gatherverse.org/ys/,https://gatherverse.org/wp-content/uploads/2024/06/GatherVerse-Youth-Summit.jpg
https://schema.org/,Thing,Global DevSlam,"A global developer summit focusing on Web3, blockchain, and digital transformation, bringing together developers, innovators, and technologists to discuss the future of development.Taking place in Dubai UAE On Oct 14-18, 2024",https://www.globaldevslam.com/,https://globaldevslam.com/Contents/theme2023/images/bannerCarousel011505.jpg
https://schema.org/,Thing,"2nd International Conference on Artificial Intelligence, Blockchain, and Internet of Things","An academic and industry conference that explores the convergence of AI, blockchain, and IoT technologies.Taking place in Mount Pleasant USA On Sep 07-08, 2024",https://aibthings.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,4th Annual Digital Banking Summit,"A summit exploring innovations in digital banking, customer experience, and fintech in the financial services industry.Taking place in Munich Germany On Oct 10-11, 2024",https://www.uni-global.eu/4th-annual-digital-banking-summit/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Banking 4.0 And Banking Innovation Conference,"A conference on the future of banking, discussing digital transformation in banking, fintech innovations, and the evolving banking landscape.Taking place in Berlin Germany On Nov 07-08, 2024",https://conferenziaworld.com/finance-transformation-banking-conference/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Binance Blockchain Week,"A global blockchain event hosted by Binance, focusing on blockchain development, decentralized finance (DeFi), and cryptocurrency markets.Taking place in Dubai UAE On Oct 30-31, 2024",https://www.binanceblockchainweek.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Bit Block Boom,"A Bitcoin-focused conference discussing the future of Bitcoin, decentralized finance (DeFi), and blockchain technology.Taking place in Dallas USA On Apr 03-06, 2025",https://bitblockboom.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Bitcoin Amsterdam,"A major Bitcoin conference in Amsterdam, gathering enthusiasts, developers, and industry leaders to discuss Bitcoin and its role in decentralized finance.Taking place in Amsterdam Netherlands On Oct 09-10, 2024",https://b.tc/conference/amsterdam,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Bitcoin MENA,"A conference in the Middle East & North Africa region focused on Bitcoin and the broader cryptocurrency industry, discussing market trends and regulatory developments.Taking place in Abu Dhabi UAE On Dec 09-10, 2024",https://b.tc/conference/mena,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Black Hat Europe,"A cybersecurity conference in Europe, covering the latest in information security threats, vulnerability management, and cyber defense strategies.Taking place in London UK On Dec 09-12, 2024",https://www.blackhat.com/upcoming.html#europe,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,BrokersView Expo,"A trading and finance expo focusing on brokerage services, trading strategies, and financial markets in the UAE.Taking place in Abu Dhabi UAE On Oct 11-12, 2024",https://www.brokersview.com/brokersview-uae-expo-2024,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,California Public Finance,"A conference focused on public finance in California, covering trends in municipal bonds, public investments, and infrastructure finance.Taking place in San Francisco USA On Oct 23-25, 2024",https://conference.bondbuyer.com/event/california-public-finance/summary,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Convergence India Expo,"A major technology event in India covering digital transformation, smart cities, IoT, and innovations in telecommunications and digital finance.Taking place in New Delhi India On Mar 19-21, 2025",https://www.convergenceindia.org/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Crypto Expo Europe,"A European event focused on cryptocurrency markets, blockchain technology, and decentralized finance (DeFi).Taking place in Bucharest Romania On Mar 02-03, 2025",https://cryptoexpoeurope.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,CV Summit,"A blockchain and crypto summit held in Crypto Valley, Switzerland, gathering leaders from the blockchain industry to discuss trends, projects, and future developments.Taking place in Zug Switzerland On Oct 01-02, 2024",https://www.cvsummit.ch/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,De.Fi World,"A global event focused on decentralized finance (DeFi), covering the latest innovations, challenges, and opportunities in the DeFi space.Taking place in Thailand Bangkok On Nov 11, 2024",https://de.fi/events/de.fiworld2024,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Devcon,"A global event for the Ethereum community, focusing on decentralized applications (dApps), blockchain development, and the future of the Ethereum ecosystem.Taking place in Bangkok Thailand On Nov 12-15, 2024",https://devcon.org/en/#road-to-devcon,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,DigiAssets Connect,"A summit focused on digital assets, blockchain technology, and decentralized finance (DeFi), exploring innovations in tokenization, smart contracts, and digital currencies.Taking place in Geneva Switzerland On Dec 02-03, 2024",https://digiassetsconnect.wbresearch.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,DigitalAssets,"A summit focused on digital assets and blockchain technology in Asia, discussing the future of decentralized finance (DeFi), tokenization, and digital asset regulation.Taking place in Singapore On Feb 11-12, 2025",https://digiassetsasia.wbresearch.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,DigitalAssets US,"A conference focused on digital assets, cryptocurrencies, and decentralized finance (DeFi), covering market trends and innovations in the US digital finance sector.Taking place in Miami USA On Oct 22-23, 2024",https://digitalassetsus.wbresearch.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,ETH Bangkok,"A blockchain event focused on Ethereum and decentralized applications (dApps), bringing together developers, innovators, and blockchain enthusiasts in Bangkok.Taking place in Bangkok Thailand On Nov 10-11, 2024",https://ethbangkok.xyz/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,ETH Warsaw,"An Ethereum-focused event in Warsaw featuring blockchain developers, enthusiasts, and industry leaders.Taking place in Warsaw Poland On Sep 05-08, 2024",https://www.ethwarsaw.dev/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,European CLO Summit 2024,"A summit focused on collateralized loan obligations (CLOs), bringing together industry professionals to discuss trends and innovations in the CLO market.Taking place in London UK On Oct 8, 2024",https://opalgroup.net/conference/european-clo-summit-2024/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,European Finance Investment Summit,"A finance and investment event in Europe, covering innovations in fintech, venture capital, and investment strategies for startups and enterprises.Taking place in Prague Czech Republic On Mar 6, 2025",https://startupdisrupt.com/event/european-finance-investment-summit-2025-innovations-united/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FIMA Europe,"A fintech event in Tanzania, discussing the future of digital finance, fintech innovations, and financial inclusion in Africa's emerging markets.Taking place in New Haven USA On Nov 21-22, 2024",https://fimaeurope.wbresearch.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Finance Magnates London Summit,"A finance and trading summit in London, covering fintech innovations, financial markets, and the future of trading and investment.Taking place in London UK On Nov 18-20, 2024",https://events.financemagnates.com/event/6f43b462-00a2-43fe-8cd6-e21b582b1017,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Financial Review Cryptocurrency Summit,"A summit discussing cryptocurrency regulations, market trends, and the future of digital assets, hosted by the Australian Financial Review.Taking place in Sydney Australia On Sep 23, 2024",https://live.afr.com/cryptosummit/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Finnovex Europe,"A fintech event focused on European markets, discussing financial technology innovations, digital banking, and the future of fintech ecosystems in Europe.Taking place in London UK On Nov 05-06, 2024",https://eu.finnovex.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Finnovex West Africa,"A fintech event focused on West Africa, covering financial innovation, digital banking, and the future of fintech in the region.Taking place in Lagos Nigeria On Oct 15-16, 2024",https://finnovex.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Finovate Awards,"Annual awards recognizing innovation in the fintech space, highlighting companies and solutions driving the financial technology industry forward.Taking place in New York USA On Sep 10, 2024",https://informaconnect.com/finovate-industry-awards/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FinovateFall Fintech,"A leading fintech event in the U.S., showcasing cutting-edge fintech innovations and startup pitches.Taking place in New York USA On Sep 09-11, 2024",https://informaconnect.com/finovatefall/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FinTech Connect 2024 Promo Code: CNZFTC20,"A leading fintech event in London covering innovations in financial technology, digital transformation in banking, and fintech regulations.Taking place in London UK On Dec 04-05, 2024",https://www.alphaevents.com/events-fintech-connect-london,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fintech Oman Summit,"A fintech summit dedicated to exploring digital transformation and innovation in Omanâ's financial services sector.Taking place in Muscat Oman On Oct 2, 2024",https://fintechomansummit.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fintech Revolution Summit Lagos,"A fintech summit focused on innovation, digital transformation, and the revolution of financial services in Nigeria.Taking place in Lagos Nigeria On Sep 12-13, 2024",https://fintech.traiconevents.com/nga/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fintech Revolution Summit Jakarta,"A fintech summit in Jakarta, highlighting innovations and trends in digital finance and fintech industries across Southeast Asia.Taking place in Jakarta Indonesia On Sep 13, 2024",https://fintech.traiconevents.com/jakarta/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fintech Revolution Summit New Delhi,"A fintech summit focusing on the revolution of financial services and fintech innovations in India.Taking place in New Delhi India On Sep 19, 2024",https://fintech.traiconevents.com/ind/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fintech Talents Festival,"A fintech festival in London focused on fintech innovations, digital banking, and the role of financial technology in shaping the future of financial services.Taking place in London UK On Nov 11-12, 2024",https://www.fintechtalents.com/events/europe/festival-london/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fixed Income Leaders Summit,"A summit for fixed income professionals, discussing trends, innovations, and challenges in the fixed income market.Taking place in Paris France On Oct 02-04, 2024",https://fixedincome.wbresearch.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Fixed Income Leaders Summit APAC,"A summit focused on fixed income trading and market trends, covering innovations in fixed income strategies, risk management, and technology advancements across APAC markets.Taking place in Singapore On Nov 19-20, 2024",https://fixedincomeapac.wbresearch.com/fils-home,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Forex Expo Dubai,"A major forex trading event in Dubai, gathering professionals from the financial markets to discuss strategies, tools, and innovations in forex trading.Taking place in Dubai UAE On Oct 07-08, 2024",https://theforexexpo.com/dubai2024/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,"Fraud, Asset Tracing & Recovery Geneva","A conference discussing financial fraud, asset recovery, and legal strategies for combating financial crime and recovering stolen assets.Taking place in Geneva Switzerland On Mar 13-14, 2025",https://www.c5-online.com/fraud-geneva/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FTT AI Transformation,"A conference exploring the role of artificial intelligence in transforming financial services, covering AI innovations in fintech, banking, and digital finance.Taking place in London UK On Nov 11-12, 2024",https://www.fintechtalents.com/events/europe/ftt-ai-transformation/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FTT Mutuals,"A fintech event focused on mutual financial organizations, covering digital transformation, fintech innovations, and market trends in the mutuals sector.Taking place in London UK On Nov 11-12, 2024",https://www.fintechtalents.com/events/europe/ftt-mutuals/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Future Finance Singapore,"A financial event covering topics such as fintech, digital finance, and the future of financial services.Taking place in Singapore On Sep 5, 2024",https://www.futurefinance.media/upcoming-events/singapore-2024,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Future Finance Kuala Lumpur,"A fintech and finance event exploring the future of financial services, including digital finance and emerging technologies in Kuala Lumpur.Taking place in Kuala Lumpur Malaysia On Sep 12, 2024",https://www.futurefinance.media/upcoming-events/kuala-lumpur-2024,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Future Identity Finance North America,"A conference focused on digital identity solutions, fraud prevention, and financial inclusion in North America.Taking place in New York USA On Sep 18, 2024",https://thefutureidentity.com/events/north-america/fid-finance/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,FX Exposhow Accra,"A forex trading expo in Africa, covering foreign exchange markets, trading strategies, and innovations in FX trading platforms.Taking place in Accra Ghana On Sep 27-28, 2024",https://forexexpoafrica.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,GISEC Global,"A cybersecurity event in Dubai, discussing trends in cybersecurity, digital threats, and innovations in data protection and cyber defense strategies.Taking place in Dubai UAE On May 06-08, 2025",https://gisec.ae/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Gitex Global,"A premier technology event held in Dubai, showcasing innovations in AI, blockchain, cloud computing, cybersecurity, and digital transformation across industries.Taking place in Dubai UAE On Oct 14-18, 2024",https://www.gitex.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Global Digital Assets Investment Summit,"A summit focusing on investment opportunities in the digital assets space, including blockchain, cryptocurrencies, and decentralized finance (DeFi).Taking place in Singapore On Sep 20-21, 2024",https://globaldigitalassetssummit.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Hackers Congress ParalelnÃƒÆ’Ã‚Â­ Polis,"A congress focused on crypto-anarchy, privacy, and decentralized systems, featuring discussions on the future of digital rights and free markets.Taking place in Prague Czech Republic On Oct 04-06, 2024",https://1337.hcpp.cz/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Hongkong International Financial Ecology Expo,"An expo focused on financial ecosystems, with a focus on blockchain, fintech, and digital assets in Hong Kong.Taking place in Hong Kong On Sep 6, 2024",https://hk.ifinexpo.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,IFX Expo,"A global financial expo focusing on retail and institutional financial services, featuring brokers, fintech companies, and institutional investors.Taking place in Bangkok Thailand On Sep 16-18, 2024",https://ifxexpo.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,India Blockchain Summit,"A major blockchain event in India, covering blockchain development, cryptocurrency markets, and decentralized finance (DeFi) in the Indian ecosystem.Taking place in New Delhi India On Oct 19, 2024",https://www.indiablockchainsummit.in/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,"International Conference on Artificial Intelligence, Metaverse, and Cybersecurity","A conference exploring the intersection of AI, the metaverse, and cybersecurity, discussing the challenges and opportunities in these emerging technologies.Taking place in Dubai UAE On Oct 25-26, 2024",https://icamac.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,International Conference on Cryptocurrency and Blockchain,"An academic conference covering research, trends, and discussions around cryptocurrencies and blockchain technology.Taking place in Prague Czechia On Sep 06-07, 2024",https://waset.org/cryptocurrency-and-blockchain-conference-in-september-2024-in-prague,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,International Innovative Finance Expo Kuala Lumpur,"An expo focused on innovations in finance, blockchain, and financial technology, offering networking opportunities for global industry leaders.Taking place in Kuala Lumpur Malaysia On Sep 19-20, 2024",https://kul.ifinexpo.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,International Innovative Finance Expo Abu Dhabi,"A forum discussing the role of open-source technology in finance, focusing on collaboration, innovation, and improving transparency within the financial sector.Taking place in Abu Dhabi UAE On Sep 30-Oct 01, 2024",https://auh.ifinexpo.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Lagos International Finance Expo,"A finance expo in Lagos, Nigeria, discussing fintech innovations, digital finance, and investment opportunities in Africaâ's growing financial markets.Taking place in Lagos Nigeria On Nov 08-09, 2024",https://lagos.ifinexpo.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,London Web3 Week,"A week-long event in London focused on Web3 technologies, blockchain, and decentralized finance (DeFi), with discussions on the future of decentralized systems.Taking place in London UK On Oct 07-11, 2024",https://www.zebulive.xyz/london-web3-week,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,MCON III,"A finance summit highlighting the achievements of women in the structured finance sector and promoting gender diversity in finance leadership roles.Taking place in Detroit USA On Sep 26-28, 2024",https://mcon.fun/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Mexico Finance & Fintech Summit,"A major event in Mexico focused on finance and fintech, covering financial services innovation, fintech regulations, and investment opportunities in the Latin American market.Taking place in Mexico City Mexico On Apr 09-10, 2025",https://mexicobusiness.events/finance/2025/04,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Modern Investor Summit,"A summit covering modern investment strategies, fintech innovations, and the future of wealth management and digital assets for investors.Taking place in London UK On Dec 03-04, 2024",https://www.moderninvestorsummit.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,Money20/20 USA Promo Code: CRZ250,"A leading fintech and financial services event in the USA, featuring discussions on digital finance, payments technology, and the future of financial services.Taking place in Las Vegas USA On Oct 27-30, 2024",https://us.money2020.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,MWC Barcelona,"A major global event on mobile technology, discussing innovations in mobile communication, digital transformation, and fintech in the mobile sector.Taking place in Barcelona Spain On Mar 03-06, 2025",https://www.mwcbarcelona.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,MWC Kigali,"A global event focused on mobile technology, innovation, and connectivity, gathering leaders from the telecommunications and tech industries to discuss the future of digital transformation.Taking place in Kigali Rwanda On Oct 29-31, 2024",https://www.mwckigali.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,NFT Paris,"A global event focused on NFTs, covering trends in digital art, collectibles, and blockchain technology for non-fungible tokens (NFTs).Taking place in Paris France On Feb 14-15, 2025",https://www.nftparis.xyz/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,NFT.KHI,"An NFT-focused event in Karachi, Pakistan, discussing the role of non-fungible tokens (NFTs) in art, entertainment, and digital ownership.Taking place in Karachi Pakistan On Oct 07-08, 2024",https://nftkhi.com/,https://i.ibb.co/N2fwMCS/conf.jpg
https://schema.org/,Thing,NiceHashX,"A cryptocurrency event focused on crypto mining, blockchain technology, and innovations in decentralized finance (DeFi) and digital assets.Taking place in Maribor Slovenia On Nov 08-09, 2024",https://www.nicehashx.com/,https://i.ibb.co/N2fwMCS/conf.jpg
